Date,Ticker,Sector,Open,High,Low,Close,Volume,Daily_Return,Price_Change,Price_Change_Pct,SMA_20,SMA_50,SMA_200,EMA_20,EMA_26,MACD,MACD_Signal,MACD_Hist,ADX,RSI,Stoch_K,Stoch_D,BB_Upper,BB_Middle,BB_Lower,BB_Width,ATR,OBV,Signal_Score,Signal,RSI_Signal
2025-08-28,ADANIENT.NS,Conglomerate,2270.8845315177978,2326.8595036694337,2253.992182177498,2274.18310546875,907868,0.0014,3.3,0.15,,,,,,,,,0.0,,,,,,,,0.0,3162063,0,Neutral,Neutral
2025-08-29,ADANIENT.NS,Conglomerate,2281.979709582827,2288.6766664945285,2238.9989266165276,2243.69677734375,795699,-0.0134,-38.28,-1.68,,,,,,,,,0.0,,,,,,,,0.0,2366364,0,Neutral,Neutral
2025-09-01,ADANIENT.NS,Conglomerate,2257.9905092761574,2286.977549899889,2251.0936903265692,2283.17919921875,425639,0.0176,25.19,1.12,,,,,,,,,0.0,46.72199813109748,45.381203226524676,,,,,,58.70945394653346,2792003,0,Neutral,Neutral
2025-09-02,ADANIENT.NS,Conglomerate,2289.9761345072952,2300.971218522826,2262.98820101463,2273.18359375,481894,-0.0044,-16.79,-0.73,,,,,,,,,0.0,44.52404983944022,20.60239046929314,,,,,,57.228994200937926,2310109,0,Neutral,Neutral
2025-09-03,ADANIENT.NS,Conglomerate,2283.9787044983127,2291.9751288466655,2262.0885904572983,2287.677001953125,443629,0.0064,3.7,0.16,,,,,,,,,0.0,48.32035965287303,29.337267245064346,31.77362031362739,,,,,55.27596164296858,2753738,0,Neutral,Neutral
2025-09-04,ADANIENT.NS,Conglomerate,2308.867694435034,2316.2645340706063,2273.983387552878,2277.78173828125,392697,-0.0043,-31.09,-1.35,,,,,,,,,0.0,46.00558364070992,23.373596890498813,24.4377515349521,,,,,54.347760562594274,2361041,0,Neutral,Neutral
2025-09-05,ADANIENT.NS,Conglomerate,2273.9833287923934,2292.4750613561996,2246.9953947803515,2280.38037109375,443010,0.0011,6.4,0.28,,,,,,,,,0.0,46.72733148784871,24.939739034882017,25.883534390148395,,,,,53.71432527782669,2804051,0,Neutral,Neutral
2025-09-08,ADANIENT.NS,Conglomerate,2288.9766250845446,2332.8569090619844,2284.978412638982,2309.8671875,542811,0.0129,20.89,0.91,,,,,,,,,0.0,54.20731152464545,42.71083222487771,30.34138938341951,,,,,53.6259118985701,3346862,0,Neutral,Neutral
2025-09-09,ADANIENT.NS,Conglomerate,2318.9630424170555,2323.9608075946785,2295.97332259999,2310.56689453125,369431,0.0003,-8.4,-0.36,2302.4255126953126,,,2295.062374398855,,,,,0.0,54.371034506276764,43.132531152517906,36.927700804092545,2380.5924427808377,2302.4255126953126,2224.2585826097875,6.789963858072415,51.79459569115,3716293,0,Neutral,Neutral
2025-09-10,ADANIENT.NS,Conglomerate,2328.9586601956153,2344.851456444431,2324.0609477502976,2339.154052734375,390490,0.0124,10.2,0.44,2305.2642456054687,,,2299.2615818593804,,,,,0.0,60.57321373873627,63.82164180194999,49.888335059781866,2384.4302932575097,2305.2642456054687,2226.0981979534276,6.868283998500862,50.543878992723634,4106783,0,Neutral,Neutral
2025-09-11,ADANIENT.NS,Conglomerate,2346.95068100964,2417.61903643987,2339.1541180159957,2397.72802734375,2111888,0.025,50.78,2.16,2310.791784667969,,,2308.6393385721776,,,,,0.0,69.67010477804342,88.86407072765078,65.27274789403955,2399.050102264085,2310.791784667969,2222.5334670718526,7.638794475703737,52.53824361506444,6218671,0,Neutral,Neutral
2025-09-12,ADANIENT.NS,Conglomerate,2415.819681666717,2420.5177762516864,2386.0331958449106,2390.930908203125,533971,-0.0028,-24.89,-1.03,2316.38427734375,,,2316.4766309179818,,,,,0.0,67.71753035323962,83.70038808199307,78.79536687053127,2409.9137832368106,2316.38427734375,2222.8547714506894,8.075474074648179,51.248696243043824,5684700,0,Neutral,Neutral
2025-09-15,ADANIENT.NS,Conglomerate,2390.930970910245,2401.726192996577,2377.0372806902196,2382.334716796875,298129,-0.0036,-8.6,-0.36,2321.4719970703127,,,2322.7488295731146,,,,,0.0,65.22775898247014,78.964686294808,83.84304836815062,2417.689128380182,2321.4719970703127,2225.2548657604434,8.289320864631998,49.3515688189948,5386571,0,Neutral,Neutral
2025-09-16,ADANIENT.NS,Conglomerate,2408.922997307066,2414.7204541566816,2386.9328288669185,2398.32763671875,752979,0.0067,-10.6,-0.44,2324.7605224609374,,,2329.946811206032,,,,,0.0,67.6135278633396,87.77529739884471,83.48012392521525,2426.599908751859,2324.7605224609374,2222.921136170016,8.761279736728902,48.13972371476707,6139550,0,Neutral,Neutral
2025-09-17,ADANIENT.NS,Conglomerate,2415.9198099687433,2415.9198099687433,2389.931429720838,2400.926513671875,514354,0.0011,-14.99,-0.62,2325.440222167969,,,2336.7067828694458,2328.7921556902243,25.359343728675867,,,0.0,67.99778187282323,89.2070368343626,85.31567350933842,2429.10609559457,2325.440222167969,2221.7743487413677,8.915806343966578,46.557484895705514,6653904,0,Neutral,Neutral
2025-09-18,ADANIENT.NS,Conglomerate,2413.4209272525986,2436.9104247843593,2387.3324940834414,2400.926513671875,703730,0.0,-12.49,-0.52,2326.1848876953127,,,2342.8229477077725,2334.1354414666425,27.212213991176668,,,0.0,67.99778187282323,81.05262594976031,86.01165339432254,2431.7771666699628,2326.1848876953127,2220.5926087206626,9.078580084772755,46.773231024649256,7357634,0,Neutral,Neutral
2025-09-19,ADANIENT.NS,Conglomerate,2493.8850298849793,2577.8474918129705,2464.9980423818865,2522.8720703125,7965135,0.0508,28.99,1.16,2333.521618652344,,,2359.970483193937,2348.115932492262,38.081632943200475,,,22.092457852986836,80.55357527838564,83.38368654950662,84.54778311120982,2468.32717022986,2333.521618652344,2198.716067074828,11.5538292424622,56.069498675823986,15322769,-3,Strong Sell,Overbought
2025-09-22,ADANIENT.NS,Conglomerate,2533.867180536491,2657.8117684601693,2520.9730427925247,2628.324951171875,7022985,0.0418,94.46,3.73,2348.74482421875,,,2385.528051572788,2368.8721560981594,54.575776373674216,,,25.292553939710103,85.75746888327788,92.82238509040641,85.75289919655778,2534.7789276211547,2348.74482421875,2162.7107208163457,15.841150684752142,61.83872917523975,22345754,-3,Strong Sell,Overbought
2025-09-23,ADANIENT.NS,Conglomerate,2641.419157384738,2693.795642959921,2591.841225304295,2675.203857421875,5610022,0.0178,33.78,1.28,2367.411486816406,,,2413.1162235584156,2391.5633932332494,70.61622000012903,,,28.450576130462498,87.37490455520543,95.83890438427551,90.68165867472952,2599.985285972495,2367.411486816406,2134.837687660317,19.647940415195368,64.70413549526734,27955776,-3,Strong Sell,Overbought
2025-09-24,ADANIENT.NS,Conglomerate,2653.813369229093,2674.803983448984,2613.231417458034,2618.629150390625,1720785,-0.0211,-35.18,-1.33,2384.7937133789064,,,2432.688883256721,2408.3830789486105,77.86569384742097,,,31.38302530758972,76.13745573642089,83.17671199253974,90.61266715574055,2637.07220946845,2384.7937133789064,2132.5152172893627,21.157259403548306,64.50901438587975,26234991,-2,Sell,Overbought
2025-09-25,ADANIENT.NS,Conglomerate,2623.826913917968,2646.716582525825,2565.8528335342567,2575.24853515625,1489682,-0.0166,-48.58,-1.85,2399.8469848632812,,,2446.265992961438,2420.7434831121395,79.19756081623336,,,32.804589424765815,68.82770789076888,71.00241892676428,83.33934510119316,2659.742544984784,2399.8469848632812,2139.9514247417783,21.659344263260113,65.6772097148575,24745309,0,Neutral,Neutral
2025-09-26,ADANIENT.NS,Conglomerate,2571.65032593956,2603.8358877223764,2533.867169050374,2542.563232421875,1037808,-0.0127,-29.09,-1.13,2414.7903076171874,,,2455.437158624337,2429.767168246194,76.73113545040997,,,33.34134292177434,63.85343306539464,61.98493578710765,72.05468890213722,2671.401879049426,2414.7903076171874,2158.178736184949,21.253321302705743,65.98374606893928,23707501,0,Neutral,Neutral
